1,10.2.203.254,0.30216169357299805
2,157.92.18.99,0.328336238861084
4,157.92.47.98,0.1921858787536621
8,208.48.239.69,0.7198138236999512
10,4.69.133.214,1.3557219505310059
11,4.69.138.102,0.9690961837768555
12,4.68.127.206,0.6539182662963867
13,68.86.82.78,0.3182520866394043
14,104.73.38.232,0.3088498115539551
1,10.2.203.254,0.05883169174194336
2,157.92.18.99,0.0582423210144043
4,157.92.47.98,0.05246782302856445
8,208.48.239.69,6.545447826385498
10,4.69.133.214,0.6385102272033691
11,4.69.138.102,0.34662818908691406
12,4.68.127.206,0.5056877136230469
13,68.86.82.78,0.44222593307495117
14,104.73.38.232,1.0028600692749023
1,10.2.203.254,1.0350737571716309
2,157.92.18.99,0.17609405517578125
4,157.92.47.98,0.08807802200317383
